"OSVersion","Article","Published","Title","Warn"
"2008","KB5034173","2024-01-09","January 9, 2024-KB5034173 (Monthly Rollup)","Yes"
"201621H2","KB5012599","2022-04-12","April 12, 2022-KB5012599 (OS Builds 19042.1645, 19043.1645, and 19044.1645)"
"201621H2","KB5011543","2022-03-22","March 22, 2022-KB5011543 (OS Builds 19042.1620, 19043.1620, and 19044.1620) Preview"
"201621H2","KB5011487","2022-03-08","March 8, 2022-KB5011487 (OS Builds 19042.1586, 19043.1586, and 19044.1586)"
"201621H2","KB5010415","2022-02-15","February 15, 2022-KB5010415 (OS Builds 19042.1566, 19043.1566, and 19044.1566) Preview"
"201621H2","KB5010342","2022-02-08","February 8, 2022-KB5010342 (OS Builds 19042.1526, 19043.1526, and 19044.1526)"
"201621H2","KB5009596","2022-01-25","January 25, 2022-KB5009596 (OS Builds 19042.1503, 19043.1503, and 19044.1503) Preview"
"201621H2","KB5010793","2022-01-17","January 17, 2022-KB5010793 (OS Builds 19042.1469, 19043.1469, and 19044.1469) Out-of-band"
"201621H2","KB5009543","2022-01-11","January 11, 2022-KB5009543 (OS Builds 19042.1466, 19043.1466, and 19044.1466)"
"201621H2","KB5008212","2021-12-14","December 14, 2021-KB5008212 (OS Builds 19041.1415, 19042.1415, 19043.1415, and 19044.1415)"
"201621H2","KB5007253","2021-11-22","November 22, 2021-KB5007253 (OS Builds 19041.1387, 19042.1387, 19043.1387, and 19044.1387) Preview"
"201621H2","KB5007186","2021-11-09","November 9, 2021-KB5007186 (OS Builds 19041.1348, 19042.1348, and 19043.1348)"
"201621H2","KB5006738","2021-10-26","October 26, 2021-KB5006738 (OS Builds 19041.1320, 19042.1320, and 19043.1320) Preview"
"201621H2","KB5006670","2021-10-12","October 12, 2021-KB5006670 (OS Builds 19041.1288, 19042.1288, and 19043.1288)"
"201621H2","KB5005611","2021-09-30","September 30, 2021-KB5005611 (OS Builds 19041.1266, 19042.1266, and 19043.1266) Preview"
"201621H2","KB5005565","2021-09-14","September 14, 2021-KB5005565 (OS Builds 19041.1237, 19042.1237, and 19043.1237)"
"201621H2","KB5005101","2021-09-01","September 1, 2021-KB5005101 (OS Builds 19041.1202, 19042.1202, and 19043.1202) Preview"
"201621H2","KB5005033","2021-08-10","August 10, 2021-KB5005033 (OS Builds 19041.1165, 19042.1165, and 19043.1165)"
"201621H2","KB5004296","2021-07-29","July 29, 2021-KB5004296 (OS Builds 19041.1151, 19042.1151, and 19043.1151) Preview"
"201621H2","KB5004237","2021-07-13","July 13, 2021-KB5004237 (OS Builds 19041.1110, 19042.1110, and 19043.1110)"
"201621H2","KB5004945","2021-07-06","July 6, 2021-KB5004945 (OS Builds 19041.1083, 19042.1083, and 19043.1083) Out-of-band"
"201621H2","KB5004760","2021-06-29","June 29, 2021-KB5004760 (OS Builds 19041.1082, 19042.1082, and 19043.1082) Out-of-band"
"201621H2","KB5003690","2021-06-21","June 21, 2021-KB5003690 (OS Builds 19041.1081, 19042.1081, and 19043.1081) Preview"
"201621H2","KB5004476","2021-06-11","June 11, 2021-KB5004476 (OS Builds 19041.1055, 19042.1055, and 19043.1055) Out-of-band"
"201621H2","KB5003637","2021-06-08","June 8, 2021-KB5003637 (OS Builds 19041.1052, 19042.1052, and 19043.1052)"
"201621H2","KB5003214","2021-05-25","May 25, 2021-KB5003214 (OS Builds 19041.1023, 19042.1023, and 19043.1023) Preview"
"201621H2","KB5003173","2021-05-11","May 11, 2021-KB5003173 (OS Builds 19041.985, 19042.985, and 19043.985)"
"201621H2","KB5001391","2021-04-28","April 28, 2021-KB5001391 (OS Builds 19041.964 and 19042.964) Preview"
"201621H2","KB5001330","2021-04-13","April 13, 2021-KB5001330 (OS Builds 19041.928 and 19042.928)"
"201621H2","KB5000842","2021-03-29","March 29, 2021-KB5000842 (OS Builds 19041.906 and 19042.906) Preview"
"201621H2","KB5001649","2021-03-18","March 18, 2021-KB5001649 (OS Builds 19041.870 and 19042.870) Out-of-band"
"201621H2","KB5001567","2021-03-15","March 15, 2021-KB5001567 (OS Builds 19041.868 and 19042.868) Out-of-band"
"201621H2","KB5000802","2021-03-09","March 9, 2021-KB5000802 (OS Builds 19041.867 and 19042.867)"
"201621H2","KB4601382","2021-02-24","February 24, 2021-KB4601382 (OS Builds 19041.844 and 19042.844) Preview"
"201621H2","KB4601319","2021-02-09","February 9, 2021-KB4601319 (OS Builds 19041.804 and 19042.804)"
"201621H2","KB4598291","2021-02-02","February 2, 2021-KB4598291 (OS Builds 19041.789 and 19042.789) Preview"
"201621H2","KB4598242","2021-01-12","January 12, 2021-KB4598242 (OS Builds 19041.746 and 19042.746)"
"201621H2","KB4592438","2020-12-08","December 8, 2020-KB4592438 (OS Builds 19041.685 and 19042.685)"
"201621H2","KB4586853","2020-11-30","November 30, 2020-KB4586853 (OS Builds 19041.662 and 19042.662) Preview"
"201621H2","KB4594440","2020-11-19","November 19, 2020-KB4594440 (OS Builds 19041.631 and 19042.631) Out-of-band"
"201621H2","KB4586781","2020-11-10","November 10, 2020-KB4586781 (OS Builds 19041.630 and 19042.630)"
"201621H2","KB4580364","2020-10-29","October 29, 2020-KB4580364 (OS Builds 19041.610 and 19042.610) Preview"

"201622H2","KB5034763","2024-02-13","February 13, 2024-KB5034763 (OS Builds 19044.4046 and 19045.4046)","Yes"
"201622H2","KB5034203","2024-01-23","January 23, 2024-KB5034203 (OS Build 19045.3996) Preview"
"201622H2","KB5034122","2024-01-09","January 9, 2024-KB5034122 (OS Builds 19044.3930 and 19045.3930)"
"201622H2","KB5033372","2023-12-12","December 12, 2023-KB5033372 (OS Builds 19044.3803 and 19045.3803)"
"201622H2","KB5032278","2023-11-30","November 30, 2023-KB5032278 (OS Build 19045.3758) Preview"
"201622H2","KB5032189","2023-11-14","November 14, 2023-KB5032189 (OS Builds 19044.3693 and 19045.3693)"
"201622H2","KB5031445","2023-10-26","October 26, 2023-KB5031445 (OS Build 19045.3636) Preview"
"201622H2","KB5031356","2023-10-10","October 10, 2023-KB5031356 (OS Builds 19044.3570 and 19045.3570)"
"201622H2","KB5030300","2023-09-26","September 26, 2023-KB5030300 (OS Build 19045.3516) Preview"
"201622H2","KB5030211","2023-09-12","September 12, 2023-KB5030211 (OS Builds 19044.3448 and 19045.3448)"
"201622H2","KB5029331","2023-08-22","August 22, 2023-KB5029331 (OS Build 19045.3393) Preview"
"201622H2","KB5029244","2023-08-08","August 8, 2023-KB5029244 (OS Builds 19044.3324 and 19045.3324)"
"201622H2","KB5028244","2023-07-25","July 25, 2023-KB5028244 (OS Build 19045.3271) Preview"
"201622H2","KB5028166","2023-07-11","July 11, 2023-KB5028166 (OS Builds 19044.3208 and 19045.3208)"
"201622H2","KB5027293","2023-06-27","June 27, 2023-KB5027293 (OS Build 19045.3155) Preview",
"201622H2","KB5027215","2023-06-13","June 13, 2023-KB5027215 (OS Builds 19044.3086 and 19045.3086)"
"201622H2","KB5026435","2023-05-23","May 23, 2023-KB5026435 (OS Build 19045.3031) Preview"
"201622H2","KB5026361","2023-05-09","May 9, 2023-KB5026361 (OS Builds 19042.2965, 19044.2965, and 19045.2965)"
"201622H2","KB5025297","2023-04-25","April 25, 2023-KB5025297 (OS Build 19045.2913) Preview"
"201622H2","KB5025221","2023-04-11","April 11, 2023-KB5025221 (OS Builds 19042.2846, 19044.2846, and 19045.2846)"
"201622H2","KB5023696","2023-03-14","March 14, 2023-KB5023696 (OS Builds 19042.2728, 19044.2728, and 19045.2728)"
"201622H2","KB5022906","2023-02-21","February 21, 2023-KB5022906 (OS Builds 19042.2673, 19044.2673, and 19045.2673) Preview"
"201622H2","KB5022834","2023-02-14","February 14, 2023-KB5022834 (OS Builds 19042.2604, 19044.2604, and 19045.2604)"
"201622H2","KB5019275","2023-01-19","January 19, 2023-KB5019275 (OS Builds 19042.2546, 19044.2546, and 19045.2546) Preview"
"201622H2","KB5022282","2023-01-10","January 10, 2023-KB5022282 (OS Builds 19042.2486, 19044.2486, and 19045.2486)"
"201622H2","KB5021233","2022-12-13","December 13, 2022-KB5021233 (OS Builds 19042.2364, 19043.2364, 19044.2364, and 19045.2364)"
"201622H2","KB5020030","2022-11-15","November 15, 2022-KB5020030 (OS Builds 19042.2311, 19043.2311, 19044.2311, and 19045.2311) Preview"
"201622H2","KB5019959","2022-11-08","November 8, 2022-KB5019959 (OS Builds 19042.2251, 19043.2251, 19044.2251, and 19045.2251)"
"201622H2","KB5020953","2022-10-28","October 28, 2022-KB5020953 (OS Builds 19042.2194, 19043.2194, 19044.2194, and 19045.2194) Out-of-band"
"201622H2","KB5018482","2022-10-25","October 25, 2022-KB5018482 (OS Builds 19042.2193, 19043.2193, and 19044.2193) Preview"
"201622H2","KB5020435","2022-10-17","October 17, 2022-KB5020435 (OS Builds 19042.2132, 19043.2132, and 19044.2132) Out-of-band"
"201622H2","KB5018410","2022-10-11","October 11, 2022-KB5018410 (OS Builds 19042.2130, 19043.2130, and 19044.2130)"
"201622H2","KB5017380","2022-09-20","September 20, 2022-KB5017380 (OS Builds 19042.2075, 19043.2075, and 19044.2075) Preview"
"201622H2","KB5017308","2022-09-13","September 13, 2022-KB5017308 (OS Builds 19042.2006, 19043.2006, and 19044.2006)"
"201622H2","KB5016688","2022-08-26","August 26, 2022-KB5016688 (OS Builds 19042.1949, 19043.1949, and 19044.1949) Preview"
"201622H2","KB5016616","2022-08-09","August 9, 2022-KB5016616 (OS Builds 19042.1889, 19043.1889, and 19044.1889)"
"201622H2","KB5015878","2022-07-26","July 26, 2022-KB5015878 (OS Builds 19042.1865, 19043.1865, and 19044.1865) Preview"
"201622H2","KB5015807","2022-07-12","July 12, 2022-KB5015807 (OS Builds 19042.1826, 19043.1826, and 19044.1826)"
"201622H2","KB5014666","2022-06-28","June 28, 2022-KB5014666 (OS Builds 19042.1806, 19043.1806, and 19044.1806) Preview"
"201622H2","KB5016139","2022-06-20","June 20, 2022-KB5016139 (OS Builds 19042.1767, 19043.1767, and 19044.1767) Out-of-band"
"201622H2","KB5014699","2022-06-14","June 14, 2022-KB5014699 (OS Builds 19042.1766, 19043.1766, and 19044.1766)"
"201622H2","KB5014023","2022-06-02","June 2, 2022-KB5014023 (OS Builds 19042.1741, 19043.1741, and 19044.1741) Preview"
"201622H2","KB5015020","2022-05-19","May 19, 2022-KB5015020 (OS Builds 19042.1708, 19043.1708, and 19044.1708) Out-of-band"
"201622H2","KB5013942","2022-05-10","May 10, 2022-KB5013942 (OS Builds 19042.1706, 19043.1706, and 19044.1706)"
"201622H2","KB5011831","2022-04-25","April 25, 2022-KB5011831 (OS Builds 19042.1682, 19043.1682, and 19044.1682) Preview"
"201622H2","KB5012599","2022-04-12","April 12, 2022-KB5012599 (OS Builds 19042.1645, 19043.1645, and 19044.1645)"
"201622H2","KB5011543","2022-03-22","March 22, 2022-KB5011543 (OS Builds 19042.1620, 19043.1620, and 19044.1620) Preview"
"201622H2","KB5011487","2022-03-08","March 8, 2022-KB5011487 (OS Builds 19042.1586, 19043.1586, and 19044.1586)"
"201622H2","KB5010415","2022-02-15","February 15, 2022-KB5010415 (OS Builds 19042.1566, 19043.1566, and 19044.1566) Preview"
"201622H2","KB5010342","2022-02-08","February 8, 2022-KB5010342 (OS Builds 19042.1526, 19043.1526, and 19044.1526)"
"201622H2","KB5009596","2022-01-25","January 25, 2022-KB5009596 (OS Builds 19042.1503, 19043.1503, and 19044.1503) Preview"
"201622H2","KB5010793","2022-01-17","January 17, 2022-KB5010793 (OS Builds 19042.1469, 19043.1469, and 19044.1469) Out-of-band"
"201622H2","KB5009543","2022-01-11","January 11, 2022-KB5009543 (OS Builds 19042.1466, 19043.1466, and 19044.1466)"
"201622H2","KB5008212","2021-12-14","December 14, 2021-KB5008212 (OS Builds 19041.1415, 19042.1415, 19043.1415, and 19044.1415)"
"201622H2","KB5007253","2021-11-22","November 22, 2021-KB5007253 (OS Builds 19041.1387, 19042.1387, 19043.1387, and 19044.1387) Preview"
"201622H2","KB5007186","2021-11-09","November 9, 2021-KB5007186 (OS Builds 19041.1348, 19042.1348, and 19043.1348)"
"201622H2","KB5006738","2021-10-26","October 26, 2021-KB5006738 (OS Builds 19041.1320, 19042.1320, and 19043.1320) Preview"
"201622H2","KB5006670","2021-10-12","October 12, 2021-KB5006670 (OS Builds 19041.1288, 19042.1288, and 19043.1288)"
"201622H2","KB5005611","2021-09-30","September 30, 2021-KB5005611 (OS Builds 19041.1266, 19042.1266, and 19043.1266) Preview"
"201622H2","KB5005565","2021-09-14","September 14, 2021-KB5005565 (OS Builds 19041.1237, 19042.1237, and 19043.1237)"
"201622H2","KB5005101","2021-09-01","September 1, 2021-KB5005101 (OS Builds 19041.1202, 19042.1202, and 19043.1202) Preview"
"201622H2","KB5005033","2021-08-10","August 10, 2021-KB5005033 (OS Builds 19041.1165, 19042.1165, and 19043.1165)"
"201622H2","KB5004296","2021-07-29","July 29, 2021-KB5004296 (OS Builds 19041.1151, 19042.1151, and 19043.1151) Preview"
"201622H2","KB5004237","2021-07-13","July 13, 2021-KB5004237 (OS Builds 19041.1110, 19042.1110, and 19043.1110)"
"201622H2","KB5004945","2021-07-06","July 6, 2021-KB5004945 (OS Builds 19041.1083, 19042.1083, and 19043.1083) Out-of-band"
"201622H2","KB5004760","2021-06-29","June 29, 2021-KB5004760 (OS Builds 19041.1082, 19042.1082, and 19043.1082) Out-of-band"
"201622H2","KB5003690","2021-06-21","June 21, 2021-KB5003690 (OS Builds 19041.1081, 19042.1081, and 19043.1081) Preview"
"201622H2","KB5004476","2021-06-11","June 11, 2021-KB5004476 (OS Builds 19041.1055, 19042.1055, and 19043.1055) Out-of-band"
"201622H2","KB5003637","2021-06-08","June 8, 2021-KB5003637 (OS Builds 19041.1052, 19042.1052, and 19043.1052)"
"201622H2","KB5003214","2021-05-25","May 25, 2021-KB5003214 (OS Builds 19041.1023, 19042.1023, and 19043.1023) Preview"
"201622H2","KB5003173","2021-05-11","May 11, 2021-KB5003173 (OS Builds 19041.985, 19042.985, and 19043.985)"
"201622H2","KB5001391","2021-04-28","April 28, 2021-KB5001391 (OS Builds 19041.964 and 19042.964) Preview"
"201622H2","KB5001330","2021-04-13","April 13, 2021-KB5001330 (OS Builds 19041.928 and 19042.928)"
"201622H2","KB5000842","2021-03-29","March 29, 2021-KB5000842 (OS Builds 19041.906 and 19042.906) Preview"
"201622H2","KB5001649","2021-03-18","March 18, 2021-KB5001649 (OS Builds 19041.870 and 19042.870) Out-of-band"
"201622H2","KB5001567","2021-03-15","March 15, 2021-KB5001567 (OS Builds 19041.868 and 19042.868) Out-of-band"
"201622H2","KB5000802","2021-03-09","March 9, 2021-KB5000802 (OS Builds 19041.867 and 19042.867)"
"201622H2","KB4601382","2021-02-24","February 24, 2021-KB4601382 (OS Builds 19041.844 and 19042.844) Preview"
"201622H2","KB4601319","2021-02-09","February 9, 2021-KB4601319 (OS Builds 19041.804 and 19042.804)"
"201622H2","KB4598291","2021-02-02","February 2, 2021-KB4598291 (OS Builds 19041.789 and 19042.789) Preview"
"201622H2","KB4598242","2021-01-12","January 12, 2021-KB4598242 (OS Builds 19041.746 and 19042.746)"
"201622H2","KB4592438","2020-12-08","December 8, 2020-KB4592438 (OS Builds 19041.685 and 19042.685)"
"201622H2","KB4586853","2020-11-30","November 30, 2020-KB4586853 (OS Builds 19041.662 and 19042.662) Preview"
"201622H2","KB4594440","2020-11-19","November 19, 2020-KB4594440 (OS Builds 19041.631 and 19042.631) Out-of-band"
"201622H2","KB4586781","2020-11-10","November 10, 2020-KB4586781 (OS Builds 19041.630 and 19042.630)"
"201622H2","KB4580364","2020-10-29","October 29, 2020-KB4580364 (OS Builds 19041.610 and 19042.610) Preview"

"2022","KB5034770","2024-02-13","February 13, 2024-KB5034770 (OS Build 20348.2322)","Yes"
"2022","KB5034129","2024-01-09","January 9, 2024-KB5034129 (OS Build 20348.2227)"
"2022","KB5033118","2023-12-12","December 12, 2023-KB5033118 (OS Build 20348.2159)"
"2022","KB5032198","2023-11-14","November 14, 2023-KB5032198 (OS Build 20348.2113)"
"2022","KB5031364","2023-10-10","October 10, 2023-KB5031364 (OS Build 20348.2031)"
"2022","KB5030216","2023-09-12","September 12, 2023-KB5030216 (OS Build 20348.1970)"
"2022","KB5029250","2023-08-08","August 8, 2023-KB5029250 (OS Build 20348.1906)"
"2022","KB5028171","2023-07-11","July 11, 2023-KB5028171 (OS Build 20348.1850)"
"2022","KB5027225","2023-06-13","June 13, 2023-KB5027225(OS Build 20348.1787)"
"2022","KB5026370","2023-05-09","May 9, 2023-KB5026370 (OS Build 20348.1726)"
"2022","KB5025230","2023-04-11","April 11, 2023-KB5025230 (OS Build 20348.1668)"
"2022","KB5023705","2023-03-14","March 14, 2023-KB5023705 (OS Build 20348.1607)"
"2022","KB5022842","2023-02-14","February 14, 2023-KB5022842 (OS Build 20348.1547)"
"2022","KB5022291","2023-01-10","January 10, 2023-KB5022291 (OS Build 20348.1487)"
"2022","KB5022553","2022-12-20","December 20, 2022-KB5022553 (OS Build 20348.1368) Out-of-band"
"2022","KB5021249","2022-12-13","December 13, 2022-KB5021249 (OS Build 20348.1366)"
"2022","KB5020032","2022-11-22","November 22, 2022-KB5020032 (OS Build 20348.1311) Preview"
"2022","KB5021656","2022-11-17","November 17, 2022-KB5021656 (OS Build 20348.1251) Out-of-band"
"2022","KB5019081","2022-11-08","November 8, 2022-KB5019081 (OS Build 20348.1249)"
"2022","KB5018485","2022-10-25","October 25, 2022-KB5018485 (OS Build 20348.1194) Preview"
"2022","KB5020436","2022-10-17","October 17, 2022-KB5020436 (OS Build 20348.1131) Out-of-band"
"2022","KB5018421","2022-10-11","October 11, 2022-KB5018421 (OS Build 20348.1129)"
"2022","KB5017381","2022-09-20","September 20, 2022-KB5017381 (OS Build 20348.1070) Preview"
"2022","KB5017316","2022-09-13","September 13, 2022-KB5017316 (OS Build 20348.1006)"
"2022","KB5016693","2022-08-16","August 16, 2022-KB5016693 (OS Build 20348.946) Preview"
"2022","KB5016627","2022-08-09","August 9, 2022-KB5016627 (OS Build 20348.887)"
"2022","KB5015879","2022-07-19","July 19, 2022-KB5015879 (OS Build 20348.859) Preview"
"2022","KB5015827","2022-07-12","July 12, 2022-KB5015827 (OS Build 20348.825)"
"2022","KB5014665","2022-06-23","June 23, 2022-KB5014665 (OS Build 20348.803) Preview"
"2022","KB5014678","2022-06-14","June 14, 2022-KB5014678 (OS Build 20348.768)"
"2022","KB5014021","2022-05-24","May 24, 2022-KB5014021 (OS Build 20348.740) Preview"
"2022","KB5015013","2022-05-19","May 19, 2022-KB5015013 (OS Build 20348.709) Out-of-band"
"2022","KB5013944","2022-05-10","May 10, 2022-KB5013944 (OS Build 20348.707)"
"2022","KB5012637","2022-04-25","April 25, 2022-KB5012637 (OS Build 20348.681) Preview"
"2022","KB5012604","2022-04-12","April 12, 2022-KB5012604 (OS Build 20348.643)"
"2022","KB5011558","2022-03-22","March 22, 2022-KB5011558 (OS Build 20348.617) Preview"
"2022","KB5011497","2022-03-08","March 8, 2022-KB5011497 (OS Build 20348.587)"
"2022","KB5010421","2022-02-15","February 15, 2022-KB5010421 (OS Build 20348.558) Preview"
"2022","KB5010354","2022-02-08","February 8, 2022-KB5010354 (OS Build 20348.524)"
"2022","KB5009608","2022-01-25","January 25, 2022-KB5009608 (OS Build 20348.502) Preview"
"2022","KB5010796","2022-01-17","January 17, 2022-KB5010796 (OS Build 20348.473) Out-of-band"
"2022","KB5009555","2022-01-11","January 11, 2022-KB5009555 (OS Build 20348.469)"
"2022","KB5010197","2022-01-05","January 5, 2022-KB5010197 (OS Build 20348.407) Out-of-band"
"2022","KB5008223","2021-12-14","December 14, 2021-KB5008223 (OS Build 20348.405)"
"2022","KB5007254","2021-11-22","November 22, 2021-KB5007254 (OS Build 20348.380) Preview"
"2022","KB5007205","2021-11-09","November 9, 2021-KB5007205 (OS Build 20348.350)"
"2022","KB5006745","2021-10-26","October 26, 2021-KB5006745 (OS Build 20348.320) Preview"
"2022","KB5006699","2021-10-12","October 12, 2021-KB5006699 (OS Build 20348.288)"
"2022","KB5005619","2021-09-27","September 27, 2021-KB5005619 (OS Build 20348.261) Preview"
"2022","KB5005575","2021-09-14","September 14, 2021-KB5005575 (OS Build 20348.230)"

"Win11","KB5034766","2024-02-13","February 13, 2024-KB5034766 (OS Build 22000.2777)","Yes"
"Win11","KB5034121","2024-01-09","January 9, 2024-KB5034121 (OS Build 22000.2713)"
"Win11","KB5033369","2023-12-12","December 12, 2023-KB5033369 (OS Build 22000.2652)"
"Win11","KB5032192","2023-11-14","November 14, 2023-KB5032192 (OS Build 22000.2600)"
"Win11","KB5031358","2023-10-10","October 10, 2023-KB5031358 (OS Build 22000.2538)"
"Win11","KB5030301","2023-09-26","September 26, 2023-KB5030301 (OS Build 22000.2482) Preview"
"Win11","KB5030217","2023-09-12","September 12, 2023-KB5030217 (OS Build 22000.2416)"
"Win11","KB5029332","2023-08-22","August 22, 2023-KB5029332 (OS Build 22000.2360) Preview"
"Win11","KB5029253","2023-08-08","August 8, 2023-KB5029253 (OS Build 22000.2295)"
"Win11","KB5028245","2023-07-25","July 25, 2023-KB5028245 (OS Build 22000.2245) Preview"
"Win11","KB5028182","2023-07-11","July 11, 2023-KB5028182 (OS Build 22000.2176)"
"Win11","KB5027292","2023-06-28","June 28, 2023-KB5027292 (OS Build 22000.2124) Preview"
"Win11","KB5027223","2023-06-13","June 13, 2023-KB5027223 (OS Build 22000.2057)"
"Win11","KB5026436","2023-05-23","May 23, 2023-KB5026436 (OS Build 22000.2003) Preview"
"Win11","KB5026368","2023-05-09","May 9, 2023-KB5026368 (OS Build 22000.1936)"
"Win11","KB5025298","2023-04-25","April 25, 2023-KB5025298 (OS Build 22000.1880) Preview"
"Win11","KB5025224","2023-04-11","April 11, 2023-KB5025224 (OS Build 22000.1817)"
"Win11","KB5023774","2023-03-28","March 28, 2023-KB5023774 (OS Build 22000.1761) Preview"
"Win11","KB5023698","2023-03-14","March 14, 2023-KB5023698 (OS Build 22000.1696)"
"Win11","KB5022905","2023-02-21","February 21, 2023-KB5022905 (OS Build 22000.1641) Preview"
"Win11","KB5022836","2023-02-14","February 14, 2023-KB5022836 (OS Build 22000.1574)"
"Win11","KB5019274","2023-01-19","January 19, 2023-KB5019274 (OS Build 22000.1516) Preview"
"Win11","KB5022287","2023-01-10","January 10, 2023-KB5022287 (OS Build 22000.1455)"
"Win11","KB5021234","2022-12-13","December 13, 2022-KB5021234 (OS Build 22000.1335)"
"Win11","KB5019157","2022-11-15","November 15, 2022-KB5019157 (OS Build 22000.1281) Preview"
"Win11","KB5019961","2022-11-08","November 8, 2022-KB5019961 (OS Build 22000.1219)"
"Win11","KB5018483","2022-10-25","October 25, 2022-KB5018483 (OS Build 22000.1165) Preview"
"Win11","KB5020387","2022-10-17","October 17, 2022-KB5020387 (OS Build 22000.1100) Out-of-band"
"Win11","KB5018418","2022-10-11","October 11, 2022-KB5018418 (OS Build 22000.1098)"
"Win11","KB5017383","2022-09-20","September 20, 2022-KB5017383 (OS Build 22000.1042) Preview"
"Win11","KB5017328","2022-09-13","September 13, 2022-KB5017328 (OS Build 22000.978)"
"Win11","KB5016691","2022-08-25","August 25, 2022-KB5016691 (OS Build 22000.918) Preview"
"Win11","KB5016629","2022-08-09","August 9, 2022-KB5016629 (OS Build 22000.856)"
"Win11","KB5015882","2022-07-21","July 21, 2022-KB5015882 (OS Build 22000.832) Preview"
"Win11","KB5015814","2022-07-12","July 12, 2022-KB5015814 (OS Build 22000.795)"
"Win11","KB5014668","2022-06-23","June 23, 2022-KB5014668 (OS Build 22000.778) Preview"
"Win11","KB5016138","2022-06-20","June 20, 2022-KB5016138 (OS Build 22000.740) Out-of-band"
"Win11","KB5014697","2022-06-14","June 14, 2022-KB5014697 (OS Build 22000.739)"
"Win11","KB5014019","2022-05-24","May 24, 2022-KB5014019 (OS Build 22000.708) Preview"
"Win11","KB5013943","2022-05-10","May 10, 2022-KB5013943 (OS Build 22000.675)"
"Win11","KB5012643","2022-04-25","April 25, 2022-KB5012643 (OS Build 22000.652) Preview"
"Win11","KB5012592","2022-04-12","April 12, 2022-KB5012592 (OS Build 22000.613)"
"Win11","KB5011563","2022-03-28","March 28, 2022-KB5011563 (OS Build 22000.593) Preview"
"Win11","KB5011493","2022-03-08","March 8, 2022-KB5011493 (OS Build 22000.556)"
"Win11","KB5010414","2022-02-15","February 15, 2022-KB5010414 (OS Build 22000.527) Preview"
"Win11","KB5010386","2022-02-08","February 8, 2022-KB5010386 (OS Build 22000.493)"
"Win11","KB5008353","2022-01-25","January 25, 2022-KB5008353 (OS Build 22000.469) Preview"
"Win11","KB5010795","2022-01-17","January 17, 2022-KB5010795 (OS Build 22000.438) Out-of-band"
"Win11","KB5009566","2022-01-11","January 11, 2022-KB5009566 (OS Build 22000.434)"
"Win11","KB5008215","2021-12-14","December 14, 2021-KB5008215 (OS Build 22000.376)"
"Win11","KB5007262","2021-11-22","November 22, 2021-KB5007262 (OS Build 22000.348) Preview"
"Win11","KB5007215","2021-11-09","November 9, 2021-KB5007215 (OS Build 22000.318)"
"Win11","KB5006746","2021-10-21","October 21, 2021-KB5006746 (OS Build 22000.282) Preview"
"Win11","KB5006674","2021-10-12","October 12, 2021-KB5006674 (OS Build 22000.258)"

"Win1122H2","KB5034765","2024-02-13","February 13, 2024-KB5034765 (OS Builds 22621.3155 and 22631.3155)","Yes"
"Win1122H2","KB5034204","2024-01-23","January 23, 2024-KB5034204 (OS Builds 22621.3085 and 22631.3085) Preview"
"Win1122H2","KB5034123","2024-01-09","January 9, 2024-KB5034123 (OS Builds 22621.3007 and 22631.3007)"
"Win1122H2","KB5033375","2023-12-12","December 12, 2023-KB5033375 (OS Builds 22621.2861 and 22631.2861)"
"Win1122H2","KB5032288","2023-12-04","December 4, 2023-KB5032288 (OS Builds 22621.2792 and 22631.2792) Preview"
"Win1122H2","KB5032190","2023-11-14","November 14, 2023-KB5032190 (OS Builds 22621.2715 and 22631.2715)"
"Win1122H2","KB5031455","2023-10-31","October 31, 2023-KB5031455 (OS Builds 22621.2506 and 22631.2506) Preview"
"Win1122H2","KB5031354","2023-10-10","October 10, 2023-KB5031354 (OS Build 22621.2428)"
"Win1122H2","KB5030310","2023-09-26","September 26, 2023-KB5030310 (OS Build 22621.2361) Preview"
"Win1122H2","KB5030219","2023-09-12","September 12, 2023-KB5030219 (OS Build 22621.2283)"
"Win1122H2","KB5029351","2023-08-22","August 22, 2023-KB5029351 (OS Build 22621.2215) Preview"
"Win1122H2","KB5029263","2023-08-08","August 8, 2023-KB5029263 (OS Build 22621.2134)"
"Win1122H2","KB5028185","2023-07-11","July 11, 2023-KB5028185 (OS Build 22621.1992)"
"Win1122H2","KB5027303","2023-06-27","June 27, 2023-KB5027303 (OS Build 22621.1928) Preview"
"Win1122H2","KB5027231","2023-06-13","June 13, 2023-KB5027231 (OS Build 22621.1848)"
"Win1122H2","KB5026446","2023-05-24","May 24, 2023-KB5026446 (OS Build 22621.1778) Preview"
"Win1122H2","KB5026372","2023-05-09","May 9, 2023-KB5026372 (OS Build 22621.1702)"
"Win1122H2","KB5025305","2023-04-25","April 25, 2023-KB5025305 (OS Build 22621.1635) Preview"
"Win1122H2","KB5025239","2023-04-11","April 11, 2023-KB5025239 (OS Build 22621.1555)"
"Win1122H2","KB5023778","2023-03-28","March 28, 2023-KB5023778 (OS Build 22621.1485) Preview"
"Win1122H2","KB5023706","2023-03-14","March 14, 2023-KB5023706 (OS Build 22621.1413)"
"Win1122H2","KB5022913","2023-02-28","February 28, 2023-KB5022913 (OS Build 22621.1344) Preview"
"Win1122H2","KB5022845","2023-02-14","February 14, 2023-KB5022845 (OS Build 22621.1265)"
